Trap,Latitude,Longitude,Date,Species,WnvPresent,year,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
T147,41.932094,-87.700117,2007-06-05,CULEX RESTUANS,0,2007,64,47,56,-9,48,51.0,9,0,417.0,1923.0,1.0,0.42,29.1,29.79,5.2,5,7.6
T149,41.994469,-87.667736,2007-06-05,CULEX PIPIENS/RESTUANS,0,2007,64,47,56,-9,48,51.0,9,0,417.0,1923.0,1.0,0.42,29.1,29.79,5.2,5,7.6
T150,42.006858,-87.675919,2007-06-05,CULEX RESTUANS,0,2007,64,47,56,-9,48,51.0,9,0,417.0,1923.0,1.0,0.42,29.1,29.79,5.2,5,7.6
T151,41.916265,-87.800515,2007-06-05,CULEX PIPIENS/RESTUANS,0,2007,64,47,56,-9,48,51.0,9,0,417.0,1923.0,1.0,0.42,29.1,29.79,5.2,5,7.6
T151,41.916265,-87.800515,2007-06-05,CULEX RESTUANS,0,2007,64,47,56,-9,48,51.0,9,0,417.0,1923.0,1.0,0.42,29.1,29.79,5.2,5,7.6
T152,41.846075,-87.716277,2007-06-05,CULEX RESTUANS,0,2007,64,47,56,-9,48,51.0,9,0,417.0,1923.0,1.0,0.42,29.1,29.79,5.2,5,7.6
T153,41.907645,-87.760886,2007-06-05,CULEX RESTUANS,0,2007,64,47,56,-9,48,51.0,9,0,417.0,1923.0,1.0,0.42,29.1,29.79,5.2,5,7.6
T154,41.918704999999996,-87.752329,2007-06-05,CULEX RESTUANS,0,2007,64,47,56,-9,48,51.0,9,0,417.0,1923.0,1.0,0.42,29.1,29.79,5.2,5,7.6
T158,41.682587,-87.707973,2007-06-05,CULEX PIPIENS/RESTUANS,0,2007,64,47,56,-9,48,51.0,9,0,417.0,1923.0,1.0,0.42,29.1,29.79,5.2,5,7.6
T158,41.682587,-87.707973,2007-06-05,CULEX RESTUANS,0,2007,64,47,56,-9,48,51.0,9,0,417.0,1923.0,1.0,0.42,29.1,29.79,5.2,5,7.6
T159,41.732984,-87.649642,2007-06-05,CULEX RESTUANS,0,2007,64,47,56,-9,48,51.0,9,0,417.0,1923.0,1.0,0.42,29.1,29.79,5.2,5,7.6
T162,41.725516999999996,-87.61425799999999,2007-06-05,CULEX PIPIENS/RESTUANS,0,2007,64,47,56,-9,48,51.0,9,0,417.0,1923.0,1.0,0.42,29.1,29.79,5.2,5,7.6
T218,41.948167,-87.730698,2007-06-05,CULEX PIPIENS/RESTUANS,0,2007,64,47,56,-9,48,51.0,9,0,417.0,1923.0,1.0,0.42,29.1,29.79,5.2,5,7.6
T218,41.948167,-87.730698,2007-06-05,CULEX RESTUANS,0,2007,64,47,56,-9,48,51.0,9,0,417.0,1923.0,1.0,0.42,29.1,29.79,5.2,5,7.6
T220,41.963976,-87.69181,2007-06-05,CULEX RESTUANS,0,2007,64,47,56,-9,48,51.0,9,0,417.0,1923.0,1.0,0.42,29.1,29.79,5.2,5,7.6
T002,41.95469,-87.800991,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T006,41.990284,-87.797127,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T012,41.991429,-87.747113,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T013,41.923738,-87.785288,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T014,41.970248,-87.787992,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T015,41.974089,-87.824812,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T015,41.974089,-87.824812,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T016,42.011601,-87.81150600000001,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T018,42.010412,-87.66214000000001,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T028,41.986921,-87.689778,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T028,41.986921,-87.689778,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T030,41.899229999999996,-87.716788,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T030,41.899229999999996,-87.716788,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T031,41.801497999999995,-87.763416,2007-06-29,CULEX PIPIENS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T043,41.857402,-87.694991,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T043,41.857402,-87.694991,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T046,41.891118,-87.65449100000001,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T054,41.921965,-87.632085,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T084,41.692555,-87.598865,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T084,41.692555,-87.598865,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T085,41.721474,-87.648064,2007-06-29,CULEX PIPIENS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T085,41.721474,-87.648064,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T086,41.688324,-87.676709,2007-06-29,CULEX PIPIENS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T086,41.688324,-87.676709,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T089,41.723195000000004,-87.64997,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T090,41.868077,-87.666901,2007-06-29,CULEX PIPIENS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T090,41.868077,-87.666901,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T090,41.868077,-87.666901,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T091,41.862292,-87.64886,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T096,41.731922,-87.677512,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T135,41.662014,-87.72460799999999,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T141,41.961743,-87.76007,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T142,41.953067,-87.776792,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T143,41.999128999999996,-87.795585,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T144,41.94016,-87.794896,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T145,41.878114000000004,-87.629798,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T146,41.958271,-87.702575,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T148,42.01743,-87.68776899999999,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T148,42.01743,-87.68776899999999,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T150,42.006858,-87.675919,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T151,41.916265,-87.800515,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T151,41.916265,-87.800515,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T153,41.907645,-87.760886,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T158,41.682587,-87.707973,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T160,41.903002,-87.68826700000001,2007-06-29,CULEX PIPIENS/RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T218,41.948167,-87.730698,2007-06-29,CULEX RESTUANS,0,2007,70,56,63,-8,55,59.0,2,0,419.0,1931.0,0.0,0.0,29.41,30.13,7.6,2,8.3
T002,41.95469,-87.800991,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T002,41.95469,-87.800991,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T003,41.964242,-87.757639,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T005,41.942114000000004,-87.776385,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T006,41.990284,-87.797127,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T007,41.994991,-87.769279,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T007,41.994991,-87.769279,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T008,42.008314,-87.77792099999999,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T008,42.008314,-87.77792099999999,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T009,41.981964000000005,-87.812827,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T011,41.944869,-87.832763,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T012,41.991429,-87.747113,2007-07-02,CULEX SALINARIUS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T013,41.923738,-87.785288,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T013,41.923738,-87.785288,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T014,41.970248,-87.787992,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T014,41.970248,-87.787992,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T015,41.974089,-87.824812,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T016,42.011601,-87.81150600000001,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T017,41.960615999999995,-87.777189,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T018,42.010412,-87.66214000000001,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T019,41.94983,-87.69845699999999,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T028,41.986921,-87.689778,2007-07-02,CULEX PIPIENS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T028,41.986921,-87.689778,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T028,41.986921,-87.689778,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T030,41.899229999999996,-87.716788,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T030,41.899229999999996,-87.716788,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T037,41.921177,-87.79518,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T037,41.921177,-87.79518,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T043,41.857402,-87.694991,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T044,41.883284,-87.705085,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T044,41.883284,-87.705085,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T045,41.9216,-87.666455,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T045,41.9216,-87.666455,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T046,41.891118,-87.65449100000001,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T046,41.891118,-87.65449100000001,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T047,41.868142,-87.696269,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T047,41.868142,-87.696269,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T048,41.867108,-87.654224,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T051,41.846283,-87.656913,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T054,41.921965,-87.632085,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T054,41.921965,-87.632085,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T085,41.721474,-87.648064,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T086,41.688324,-87.676709,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T086,41.688324,-87.676709,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T088,41.869107,-87.69629300000001,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T089,41.723195000000004,-87.64997,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T090,41.868077,-87.666901,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T090,41.868077,-87.666901,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T092,41.869215999999994,-87.627561,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T095,41.704336,-87.70373599999999,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T096,41.731922,-87.677512,2007-07-02,CULEX PIPIENS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T096,41.731922,-87.677512,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T096,41.731922,-87.677512,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T129,41.891126,-87.61156,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T129,41.891126,-87.61156,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T135,41.662014,-87.72460799999999,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T135,41.662014,-87.72460799999999,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T135,41.662014,-87.72460799999999,2007-07-02,CULEX SALINARIUS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T142,41.953067,-87.776792,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T142,41.953067,-87.776792,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T145,41.878114000000004,-87.629798,2007-07-02,CULEX SALINARIUS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T146,41.958271,-87.702575,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T148,42.01743,-87.68776899999999,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T149,41.994469,-87.667736,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T149,41.994469,-87.667736,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T151,41.916265,-87.800515,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T151,41.916265,-87.800515,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T152,41.846075,-87.716277,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T154,41.918704999999996,-87.752329,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T158,41.682587,-87.707973,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T158,41.682587,-87.707973,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T161,41.719059,-87.675088,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T161,41.719059,-87.675088,2007-07-02,CULEX RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T218,41.948167,-87.730698,2007-07-02,CULEX PIPIENS/RESTUANS,0,2007,79,53,66,-6,50,58.0,0,1,420.0,1931.0,0.0,0.0,29.49,30.22,5.9,14,8.1
T002,41.95469,-87.800991,2007-07-27,CULEX PIPIENS,0,2007,83,70,77,3,68,70.0,0,12,440.0,1917.0,1.0,0.17,29.11,29.82,3.0,3,7.9
T002,41.95469,-87.800991,2007-07-27,CULEX PIPIENS/RESTUANS,0,2007,83,70,77,3,68,70.0,0,12,440.0,1917.0,1.0,0.17,29.11,29.82,3.0,3,7.9
T002,41.95469,-87.800991,2007-07-27,CULEX RESTUANS,0,2007,83,70,77,3,68,70.0,0,12,440.0,1917.0,1.0,0.17,29.11,29.82,3.0,3,7.9
T003,41.964242,-87.757639,2007-07-27,CULEX PIPIENS/RESTUANS,0,2007,83,70,77,3,68,70.0,0,12,440.0,1917.0,1.0,0.17,29.11,29.82,3.0,3,7.9
T003,41.964242,-87.757639,2007-07-27,CULEX RESTUANS,0,2007,83,70,77,3,68,70.0,0,12,440.0,1917.0,1.0,0.17,29.11,29.82,3.0,3,7.9
T004,41.962728000000006,-87.748367,2007-07-27,CULEX RESTUANS,0,2007,83,70,77,3,68,70.0,0,12,440.0,1917.0,1.0,0.17,29.11,29.82,3.0,3,7.9
T006,41.990284,-87.797127,2007-07-27,CULEX PIPIENS/RESTUANS,0,2007,83,70,77,3,68,70.0,0,12,440.0,1917.0,1.0,0.17,29.11,29.82,3.0,3,7.9
T006,41.990284,-87.797127,2007-07-27,CULEX RESTUANS,0,2007,83,70,77,3,68,70.0,0,12,440.0,1917.0,1.0,0.17,29.11,29.82,3.0,3,7.9
T007,41.994991,-87.769279,2007-07-27,CULEX PIPIENS/RESTUANS,0,2007,83,70,77,3,68,70.0,0,12,440.0,1917.0,1.0,0.17,29.11,29.82,3.0,3,7.9
T008,42.008314,-87.77792099999999,2007-07-27,CULEX PIPIENS/RESTUANS,0,2007,83,70,77,3,68,70.0,0,12,440.0,1917.0,1.0,0.17,29.11,29.82,3.0,3,7.9
T008,42.008314,-87.77792099999999,2007-07-27,CULEX RESTUANS,0,2007,83,70,77,3,68,70.0,0,12,440.0,1917.0,1.0,0.17,29.11,29.82,3.0,3,7.9
